STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CY,Cyprus,1992,,320,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CY,Cyprus,1993,,321,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CY,Cyprus,1994,,325,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CY,Cyprus,1995,,335,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CY,Cyprus,1996,,341,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CY,Cyprus,1997,,348,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CY,Cyprus,1998,,365,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CY,Cyprus,1999,,372,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CY,Cyprus,2000,,384,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CY,Cyprus,2001,,397,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CY,Cyprus,2002,,404,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CY,Cyprus,2003,,419,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CY,Cyprus,2004,,458,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CY,Cyprus,2005,,477,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CY,Cyprus,2006,,492,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CY,Cyprus,2007,,529,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CY,Cyprus,2008,,557,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CY,Cyprus,2009,,563,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CY,Cyprus,2010,,551,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CY,Cyprus,2011,,545,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CY,Cyprus,2012,,549,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CY,Cyprus,2013,,552,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CY,Cyprus,2014,,556,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CY,Cyprus,2015,,565,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CY,Cyprus,2016,,584,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CY,Cyprus,2017,,599,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CY,Cyprus,2018,,619,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CY,Cyprus,2019,,634,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CY,Cyprus,2020,,632,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CY,Cyprus,2021,,637,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CY,Cyprus,2022,,633,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CY,Cyprus,2023,,647,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CY,Cyprus,2024,,661,,p,provisional,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CZ,Czechia,1990,,234,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CZ,Czechia,1993,,274,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CZ,Czechia,1994,,283,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CZ,Czechia,1995,,295,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CZ,Czechia,1996,,310,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CZ,Czechia,1997,,329,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CZ,Czechia,1998,,339,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CZ,Czechia,1999,,335,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CZ,Czechia,2000,,336,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CZ,Czechia,2001,,346,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CZ,Czechia,2002,,358,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CZ,Czechia,2003,,364,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CZ,Czechia,2004,,374,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CZ,Czechia,2005,,387,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CZ,Czechia,2006,,401,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CZ,Czechia,2007,,414,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CZ,Czechia,2008,,424,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CZ,Czechia,2009,,424,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CZ,Czechia,2010,,429,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CZ,Czechia,2011,,436,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CZ,Czechia,2012,,448,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CZ,Czechia,2013,,450,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CZ,Czechia,2014,,459,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CZ,Czechia,2015,,485,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CZ,Czechia,2016,,502,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CZ,Czechia,2017,,522,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CZ,Czechia,2018,,540,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CZ,Czechia,2019,,554,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CZ,Czechia,2020,,576,,b,break in time series,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CZ,Czechia,2021,,579,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CZ,Czechia,2022,,582,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CZ,Czechia,2023,,597,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,CZ,Czechia,2024,,608,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DE,Germany,1990,,385,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DE,Germany,1991,,390,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DE,Germany,1992,,445,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DE,Germany,1993,,477,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DE,Germany,1994,,488,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DE,Germany,1995,,494,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DE,Germany,1996,,500,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DE,Germany,1997,,504,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DE,Germany,1998,,508,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DE,Germany,1999,,515,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DE,Germany,2000,,532,,b,break in time series,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DE,Germany,2001,,538,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DE,Germany,2002,,541,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DE,Germany,2003,,546,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DE,Germany,2004,,550,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DE,Germany,2005,,559,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DE,Germany,2006,,566,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DE,Germany,2007,,501,,b,break in time series,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DE,Germany,2008,,504,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DE,Germany,2009,,510,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DE,Germany,2010,,527,,b,break in time series,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DE,Germany,2011,,534,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DE,Germany,2012,,539,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DE,Germany,2013,,543,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DE,Germany,2014,,547,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DE,Germany,2015,,548,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DE,Germany,2016,,555,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DE,Germany,2017,,561,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DE,Germany,2018,,567,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DE,Germany,2019,,574,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DE,Germany,2020,,580,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DE,Germany,2021,,583,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DE,Germany,2022,,587,,b,break in time series,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DE,Germany,2023,,588,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DE,Germany,2024,,590,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DK,Denmark,1990,,309,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DK,Denmark,1991,,309,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DK,Denmark,1992,,310,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DK,Denmark,1993,,309,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DK,Denmark,1994,,310,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DK,Denmark,1995,,307,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DK,Denmark,1996,,318,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DK,Denmark,1997,,328,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DK,Denmark,1998,,336,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DK,Denmark,1999,,341,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DK,Denmark,2000,,345,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DK,Denmark,2001,,345,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DK,Denmark,2002,,348,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DK,Denmark,2003,,350,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DK,Denmark,2004,,350,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DK,Denmark,2005,,353,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DK,Denmark,2006,,371,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DK,Denmark,2007,,378,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DK,Denmark,2008,,381,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DK,Denmark,2009,,383,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DK,Denmark,2010,,389,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DK,Denmark,2011,,394,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DK,Denmark,2012,,399,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DK,Denmark,2013,,405,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DK,Denmark,2014,,410,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DK,Denmark,2015,,419,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DK,Denmark,2016,,429,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DK,Denmark,2017,,438,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DK,Denmark,2018,,447,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DK,Denmark,2019,,455,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DK,Denmark,2020,,466,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DK,Denmark,2021,,475,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DK,Denmark,2022,,472,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DK,Denmark,2023,,474,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,DK,Denmark,2024,,478,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,EE,Estonia,1990,,154,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,EE,Estonia,1992,,188,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,EE,Estonia,1993,,215,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,EE,Estonia,1994,,233,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,EE,Estonia,1995,,269,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,EE,Estonia,1996,,289,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,EE,Estonia,1997,,307,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,EE,Estonia,1998,,327,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,EE,Estonia,1999,,327,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,EE,Estonia,2000,,333,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,EE,Estonia,2001,,294,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,EE,Estonia,2002,,291,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,EE,Estonia,2003,,318,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,EE,Estonia,2004,,347,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,EE,Estonia,2005,,366,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,EE,Estonia,2006,,413,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,EE,Estonia,2007,,391,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,EE,Estonia,2008,,413,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,EE,Estonia,2009,,409,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,EE,Estonia,2010,,416,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,EE,Estonia,2011,,433,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,EE,Estonia,2012,,456,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,EE,Estonia,2013,,478,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,EE,Estonia,2014,,497,,b,break in time series,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,EE,Estonia,2015,,514,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,EE,Estonia,2016,,534,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,EE,Estonia,2017,,550,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,EE,Estonia,2018,,563,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,EE,Estonia,2019,,598,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,EE,Estonia,2020,,608,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,EE,Estonia,2021,,620,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,EE,Estonia,2022,,622,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,EE,Estonia,2023,,630,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,EE,Estonia,2024,,635,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,EL,Greece,1990,,169,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,EL,Greece,1991,,171,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,EL,Greece,1992,,175,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,EL,Greece,1993,,187,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,EL,Greece,1994,,197,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,EL,Greece,1995,,208,,,,,
